"","a.Entr","a.Cruza","NormYield"
"816",224,"TOLLOCAN F05/4/TRAP#1/BOW//PFAU/3/MILAN",-779.57728
"817",916,"PBW65/2*PASTOR/3/KIRITATI//ATTILA*2/PASTOR/4/DANPHE #1",-799
"818",861,"MUTUS//ND643/2*WBLL1",-804.563273254171
"819",902,"TOB/ERA//TOB/CNO67/3/PLO/4/VEE#5/5/KAUZ/6/FRET2/7/VORB",-821.41173486316
"820",635,"NOGAL/KASORO3//CANINDE 1",-823.558635350945
"821",356,"WBLL4//BABAX.1B.1B*2/PRL/3/PASTOR/4/ITAPUA 40      ",-827.17472
"822",695,"NOGAL/Itapúa 75//CANINDE 1",-852.06248905965
"823",202,"Itapúa 75/6/SKAUZ/PARUS//PARUS/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI",-852.33088
"824",343,"S09/CD 114",-867.224072668162
"825",565,"SOROCA/3/PRINIA/BERKUT//PFAU/MILAN",-869.612422444886
"826",432,"KIRITATI/2*WBLL1//ITAPUA 65",-873.38048
"827",383,"BRS GUAMIRIN/CANINDE 1",-874.186100084787
"828",245,"GOV/AZ//MUS/3/DODO/4/BOW/5/CBRD/6/Itapúa 70",-887.445005174439
"829",832,"ND643/2*WBLL1//KACHU",-887.80736
"830",843,"KIRITATI//2*PRL/2*PASTOR/3/CHONTE/5/PRL/2*PASTOR/4/CHOIX/STAR/3/HE1/3*CNO79//2*SERI",-892.335954653007
"831",243,"GOV/AZ//MUS/3/DODO/4/BOW/5/CBRD/6/Itapúa 70",-894.301400474913
"832",833,"CHONTE//KIRITATI/2*TRCH",-895.992126921953
"833",146,"BRBT1*2/KIRITATI/3/SRMA/TUI//BABAX",-915.0368
"834",278,"NOGAL/ALSEN",-923.64032
"835",328,"NOGAL/CD 117",-923.93632
"836",915,"DANPHE #1/3/HUW234+LR34/PRINIA//PFAU/WEAVER",-924.5
"837",449,"BRBT1*2/KIRITATI/3/SRMA/TUI//BABAX",-925.132185873729
"838",11,"CANINDE 1//MILAN/AMSEL",-931.160389810844
"839",15,"CORD 3//RL 6040=Thatcher *7/Translocation 4=Lr19",-932
"840",713,"NOGAL/CD 104",-936.65803057601
"841",662,"NOGAL/CANINDE 1//CD 150",-939.960547357406
"842",779,"CANINDE 3/6/CS/TH.SC//3*PVN/3/MIRLO/BUC/4/MILAN/5/TILHI",-940.505240240373
"843",316,"NOGAL/CD 117",-947.73568
"844",817,"CHIBIA//PRLII/CM65531/3/SKAUZ/BAV92/4/MUNAL #1",-951.528646515265
"845",555,"ITAPUA 45/CORDILLERA 4//Itapúa 75",-952.741545754618
"846",145,"BRBT1*2/KIRITATI//PF 953048/IAPAR 18",-956.401595414079
"847",863,"ND643/2*WBLL1//KACHU",-964.011771384636
"848",748,"ITAPUA 70/5/VEE/MJI//2*TUI/3/PASTOR/4/BERKUT",-965.52704
"849",246,"GOV/AZ//MUS/3/DODO/4/BOW/5/CBRD/6/Itapúa 70",-968.703347349234
"850",796,"Caninde 12/4/BABAX/PASTOR/3/KAUZ*2/YACO//KAUZ",-969.65248
"851",897,"WAXWING*2/HEILO",-976.5
"852",887,"KACHU #1/4/CROC_1/AE.SQUARROSA (205)//KAUZ/3/SASIA/5/KACHU",-978.867452826933
"853",589,"PRL/VEE#6//CLMS/3/ALCOVER/4/CD 104/5/ITAPUA 40/KURUKU",-997.507927474178
"854",242,"GOV/AZ//MUS/3/DODO/4/BOW/5/CBRD/6/Itapúa 70",-999.31904
"855",346,"ITAPUA 40      /PEWIT1",-1017.70624
"856",208,"Itapúa 75/6/SKAUZ/PARUS//PARUS/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI",-1022.55328
"857",251,"NOGAL/CANINDE 3",-1036.66994025304
"858",418,"ND643/2*WBILL1//ITAPUA 40      ",-1038.12952655211
"859",226,"Itapúa 45/Itapúa 40//ALSEN",-1054.28096
"860",434,"SAAR//PBW343*2/KUKUNA/3/EMBRAPA 120",-1064.32512
"861",433,"KIRITATI/2*WBLL1//Cord 3",-1065.54344537052
"862",233,"CRONOX/CANINDE 1",-1068.71135555572
"863",248,"NOGAL/CANINDE 3",-1073
"864",279,"NOGAL/ALSEN",-1090.73409851209
"865",237,"GOV/AZ//MUS/3/DODO/4/BOW/5/CBRD/6/Itapúa 75",-1094.08359933654
"866",362,"BABAX/LR42//BABAX/3/BABAX/LR42//BABAX/4/CANINDE 1",-1095.48808637717
"867",444,"SAAR/3/PFAU/SERI.1B//AMAD/4/CD104",-1097.30528
"868",711,"NOGAL/CD 104",-1099.46212628926
"869",778,"CANINDE 3/6/CS/TH.SC//3*PVN/3/MIRLO/BUC/4/MILAN/5/TILHI",-1118.19264
"870",345,"ITAPUA 40      /PEWIT1",-1126.06985435617
"871",195,"CATBIRD/BABAX 42",-1129.64795230323
"872",899,"KA/NAC//TRCH/3/VORB",-1132
"873",207,"Itapúa 75/6/SKAUZ/PARUS//PARUS/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI",-1134.27905221038
"874",698,"NOGAL/Itapúa 75//CANINDE 1",-1148.55296
"875",452,"BRBT1*2/KIRITATI/3/SRMA/TUI//BABAX",-1149.16416
"876",88,"PARULA/CD 104",-1149.43968
"877",828,"ND643//2*PRL/2*PASTOR/3/HEILO",-1149.62496
"878",783,"CANINDE 3//ITAPUA-50/ITAPUA-40 ",-1168.35489319917
"879",812,"CD 104/LE 2331 ",-1169.528
"880",347,"ITAPUA 40      /PEWIT1",-1175.0537696617
"881",468,"NOGAL/CD 117",-1177.0128
"882",845,"ND643/2*WBLL1//2*KACHU",-1185.4508299161
"883",381,"BRS GUAMIRIN/CANINDE 3",-1189.6205864345
"884",688,"NOGAL/Itapúa 75//CANINDE 1",-1206.64335107811
"885",569,"IAN 10/ITAPUA 65//SAUSAL CIAT",-1238.93910064738
"886",437,"SAAR/3/PFAU/SERI.1B//AMAD/4/BR 18",-1239.80885692467
"887",891,"SAUAL/KIRITATI//SAUAL",-1241.8135583314
"888",912,"KAUZ*2/MNV//KAUZ/3/MILAN/4/BAV92/5/DANPHE #1",-1245.09507879635
"889",16,"CORD 3//RL 6040=Thatcher *7/Translocation 4=Lr19",-1254
"890",893,"UP2338*2/KKTS*2//YANAC",-1260.99068219151
"891",781,"CANINDE 3/6/CS/TH.SC//3*PVN/3/MIRLO/BUC/4/MILAN/5/TILHI",-1261.27990474926
"892",348,"ITAPUA 40      /PEWIT1",-1262.94784
"893",712,"NOGAL/CD 104",-1275.77984
"894",518,"ITAPUA 65/CD 150",-1306.58016
"895",12,"CANINDE 1/PARAGUA CIAT",-1312
"896",382,"BRS GUAMIRIN/CANINDE 1",-1347.06368
"897",847,"PAURAQ//ND643/2*WBLL1/3/PAURAQUE #1",-1352.45159179194
"898",238,"GOV/AZ//MUS/3/DODO/4/BOW/5/CBRD/6/Itapúa 75",-1363.06496
"899",639,"NOGAL/CD 104//CANINDE 11",-1363.10003384779
"900",844,"KIRITATI//HUW234+LR34/PRINIA/3/CHONTE/5/PRL/2*PASTOR/4/CHOIX/STAR/3/HE1/3*CNO79//2*SERI",-1394.82464
"901",706,"NOGAL/CD 104",-1436.16432492348
"902",344,"S09/CD 114",-1458.57721582518
"903",189,"S09/ALSEN",-1540.41379758467
"904",898,"1447/PASTOR//KRICHAUFF/5/2*SERI*3//RL6010/4*YR/3/PASTOR/4/BAV92",-1621
"905",886,"BAV92//IRENA/KAUZ/3/HUITES*2/4/CROC_1/AE.SQUARROSA (224)//KULIN/3/WESTONIA",-1681.98380379878
"906",227,"Itapúa 45/Itapúa 40//ALSEN",-1831.23759113065
"907",48,"WBLL2//MILAN/AMSEL",-1854.24224
"908",849,"W15.92/4/PASTOR//HXL7573/2*BAU/3/WBLL1/5/MUU",-1855.57707697465
"909",784,"CANINDE 3/4/BABAX/LR42//BABAX*2/3/KUKUNA",-1868.16672
"910",836,"BAJ #1/2*CHYAK1",-1969.70544915216
"911",244,"GOV/AZ//MUS/3/DODO/4/BOW/5/CBRD/6/Itapúa 70",-1977.71904
"912",247,"GEN/PRL//CBRD/3/CD 104",-2020.36408130181
"913",714,"NOGAL/CD 104",-2378.92192
"914",707,"NOGAL/CD 104",-2509.32269820657
"915",896,"VORB/SOKOLL",-2601
"916",848,"FRANCOLIN #1*2//ND643/2*WBLL1",-2630.58891747777
"917",918,"0",-2868
"918",923,"0",-2869.09220976158
"919",919,"0",-2869.09592246933
"920",922,"0",-2869.83213402579
"921",920,"0",-2871.23703044172
"922",921,"0",-2871.95286417445
"923",924,"0",-2876.88944394627
"924",925,"0",-2900.58949588785
"925",926,"0",-2936
"926",927,"0",-3239.10515711198
"927",917,"0",-3533
"928",928,"0",-3546
"929",929,"0",-3621.41207516328
"930",930,"0",-3696.82415032656
"931",931,"0",-3772.23622548984
